attribute_id,product_id,attribute_name,attribute_value
5,13417,Collection,Grace
20,13417,Subcategory,Bubble Romper
7,13417,Gender,Baby Girl
4,13417,Size,18-24 Months
17,13417,Ship Date,04-09-2021
16,13417,NRF Color Code,N/A
19,13417,NRF Color Name,N/A
3,13417,Season,Spring 2021
8,13417,Classification,SEASONAL
24,13417,Price Method,Full Price
25,13417,NU Customer Groups,All
26,13417,Brand License,Posh Peanut
59,13417,Department,Apparel
60,13417,Prebook,FALSE
61,13417,Materials,Bamboo/Spandex(95/5)
5,13418,Collection,Grace
20,13418,Subcategory,Bubble Romper
7,13418,Gender,Girl
4,13418,Size,2 years
17,13418,Ship Date,04-09-2021
16,13418,NRF Color Code,N/A
19,13418,NRF Color Name,N/A
3,13418,Season,Spring 2021
8,13418,Classification,SEASONAL
24,13418,Price Method,Full Price
25,13418,NU Customer Groups,All
26,13418,Brand License,Posh Peanut
59,13418,Department,Apparel
60,13418,Prebook,FALSE
61,13418,Materials,Bamboo/Spandex(95/5)
5,13419,Collection,Grace
20,13419,Subcategory,Pants Sets
7,13419,Gender,Baby Girl
4,13419,Size,6-12 Months
17,13419,Ship Date,04-09-2021
16,13419,NRF Color Code,N/A
19,13419,NRF Color Name,N/A
3,13419,Season,Spring 2021
8,13419,Classification,SEASONAL
24,13419,Price Method,Full Price
25,13419,NU Customer Groups,All
26,13419,Brand License,Posh Peanut
59,13419,Department,Apparel
60,13419,Prebook,FALSE
61,13419,Materials,Bamboo/Spandex(95/5)
5,13420,Collection,Grace
20,13420,Subcategory,Pants Sets
7,13420,Gender,Baby Girl
4,13420,Size,12-18 Months
17,13420,Ship Date,04-09-2021
16,13420,NRF Color Code,N/A
19,13420,NRF Color Name,N/A
3,13420,Season,Spring 2021
8,13420,Classification,SEASONAL
24,13420,Price Method,Full Price
25,13420,NU Customer Groups,All
26,13420,Brand License,Posh Peanut
59,13420,Department,Apparel
60,13420,Prebook,FALSE
61,13420,Materials,Bamboo/Spandex(95/5)
5,13421,Collection,Grace
20,13421,Subcategory,Pants Sets
7,13421,Gender,Baby Girl
4,13421,Size,18-24 Months
17,13421,Ship Date,04-09-2021
16,13421,NRF Color Code,N/A
19,13421,NRF Color Name,N/A
3,13421,Season,Spring 2021
8,13421,Classification,SEASONAL
24,13421,Price Method,Full Price
25,13421,NU Customer Groups,All
26,13421,Brand License,Posh Peanut
59,13421,Department,Apparel
60,13421,Prebook,FALSE
61,13421,Materials,Bamboo/Spandex(95/5)
5,13422,Collection,Grace
20,13422,Subcategory,Pants Sets
7,13422,Gender,Girl
4,13422,Size,2 years
17,13422,Ship Date,04-09-2021
16,13422,NRF Color Code,N/A
19,13422,NRF Color Name,N/A
3,13422,Season,Spring 2021
8,13422,Classification,SEASONAL
24,13422,Price Method,Full Price
25,13422,NU Customer Groups,All
26,13422,Brand License,Posh Peanut
59,13422,Department,Apparel
60,13422,Prebook,FALSE
61,13422,Materials,Bamboo/Spandex(95/5)
5,13423,Collection,Grace
20,13423,Subcategory,Pants Sets
7,13423,Gender,Girl
4,13423,Size,3 years
17,13423,Ship Date,04-09-2021
16,13423,NRF Color Code,N/A
19,13423,NRF Color Name,N/A
3,13423,Season,Spring 2021
8,13423,Classification,SEASONAL
24,13423,Price Method,Full Price
25,13423,NU Customer Groups,All
26,13423,Brand License,Posh Peanut
59,13423,Department,Apparel
60,13423,Prebook,FALSE
61,13423,Materials,Bamboo/Spandex(95/5)
5,13424,Collection,Grace
20,13424,Subcategory,Pants Sets
7,13424,Gender,Girl
4,13424,Size,4 years
17,13424,Ship Date,04-09-2021
16,13424,NRF Color Code,N/A
19,13424,NRF Color Name,N/A
3,13424,Season,Spring 2021
8,13424,Classification,SEASONAL
24,13424,Price Method,Full Price
25,13424,NU Customer Groups,All
26,13424,Brand License,Posh Peanut
59,13424,Department,Apparel
60,13424,Prebook,FALSE
61,13424,Materials,Bamboo/Spandex(95/5)
5,13425,Collection,Grace
20,13425,Subcategory,Pants Sets
7,13425,Gender,Girl
4,13425,Size,5 years
17,13425,Ship Date,04-09-2021
16,13425,NRF Color Code,N/A
19,13425,NRF Color Name,N/A
3,13425,Season,Spring 2021
8,13425,Classification,SEASONAL
24,13425,Price Method,Full Price
25,13425,NU Customer Groups,All
26,13425,Brand License,Posh Peanut
59,13425,Department,Apparel
60,13425,Prebook,FALSE
61,13425,Materials,Bamboo/Spandex(95/5)
5,13426,Collection,Grace
20,13426,Subcategory,Pants Sets
7,13426,Gender,Girl
4,13426,Size,6 years
17,13426,Ship Date,04-09-2021
16,13426,NRF Color Code,N/A
19,13426,NRF Color Name,N/A
3,13426,Season,Spring 2021
8,13426,Classification,SEASONAL
24,13426,Price Method,Full Price
25,13426,NU Customer Groups,All
26,13426,Brand License,Posh Peanut
59,13426,Department,Apparel
60,13426,Prebook,FALSE
61,13426,Materials,Bamboo/Spandex(95/5)
5,13427,Collection,Grace
20,13427,Subcategory,Pants Sets
7,13427,Gender,Girl
4,13427,Size,7 years
17,13427,Ship Date,04-09-2021
16,13427,NRF Color Code,N/A
19,13427,NRF Color Name,N/A
3,13427,Season,Spring 2021
8,13427,Classification,SEASONAL
24,13427,Price Method,Full Price
25,13427,NU Customer Groups,All
26,13427,Brand License,Posh Peanut
59,13427,Department,Apparel
60,13427,Prebook,FALSE
61,13427,Materials,Bamboo/Spandex(95/5)
5,13428,Collection,Grace
20,13428,Subcategory,Pants Sets
7,13428,Gender,Girl
4,13428,Size,8 years
17,13428,Ship Date,04-09-2021
16,13428,NRF Color Code,N/A
19,13428,NRF Color Name,N/A
3,13428,Season,Spring 2021
8,13428,Classification,SEASONAL
24,13428,Price Method,Full Price
25,13428,NU Customer Groups,All
26,13428,Brand License,Posh Peanut
59,13428,Department,Apparel
60,13428,Prebook,FALSE
61,13428,Materials,Bamboo/Spandex(95/5)
5,13429,Collection,Grace
20,13429,Subcategory,Pants Sets
7,13429,Gender,Girl
4,13429,Size,9 years
17,13429,Ship Date,04-09-2021
16,13429,NRF Color Code,N/A
19,13429,NRF Color Name,N/A
3,13429,Season,Spring 2021
8,13429,Classification,SEASONAL
24,13429,Price Method,Full Price
25,13429,NU Customer Groups,All
26,13429,Brand License,Posh Peanut
59,13429,Department,Apparel
60,13429,Prebook,FALSE
61,13429,Materials,Bamboo/Spandex(95/5)
5,13430,Collection,Grace
20,13430,Subcategory,Pants Sets
7,13430,Gender,Girl
4,13430,Size,10 years
17,13430,Ship Date,04-09-2021
16,13430,NRF Color Code,N/A
19,13430,NRF Color Name,N/A
3,13430,Season,Spring 2021
8,13430,Classification,SEASONAL
24,13430,Price Method,Full Price
25,13430,NU Customer Groups,All
26,13430,Brand License,Posh Peanut
59,13430,Department,Apparel
60,13430,Prebook,FALSE
61,13430,Materials,Bamboo/Spandex(95/5)
5,13431,Collection,Grace
20,13431,Subcategory,Bodysuit
7,13431,Gender,Baby Girl
4,13431,Size,0-3 Months
17,13431,Ship Date,04-09-2021
16,13431,NRF Color Code,N/A
19,13431,NRF Color Name,N/A
8,13431,Classification,SEASONAL
24,13431,Price Method,Full Price
25,13431,NU Customer Groups,All
26,13431,Brand License,Posh Peanut
59,13431,Department,Apparel
60,13431,Prebook,FALSE
61,13431,Materials,Bamboo/Spandex(95/5)
5,13432,Collection,Grace
20,13432,Subcategory,Bodysuit
7,13432,Gender,Baby Girl
4,13432,Size,3-6 Months
17,13432,Ship Date,04-09-2021
16,13432,NRF Color Code,N/A
59,44438,Department,Apparel
19,13432,NRF Color Name,N/A
3,13432,Season,Spring 2021
8,13432,Classification,SEASONAL
24,13432,Price Method,Full Price
25,13432,NU Customer Groups,All
26,13432,Brand License,Posh Peanut
59,13432,Department,Apparel
60,13432,Prebook,FALSE
61,13432,Materials,Bamboo/Spandex(95/5)
26,47583,Brand License,Posh Peanut
59,47583,Department,Apparel
60,47583,Prebook,FALSE
61,47583,Materials,Bamboo/Spandex(95/5)
6,47583,Launch Date,27-07-2022
5,47584,Collection,Maya Lynn
20,47584,Subcategory,Dress
7,47584,Gender,Girl
4,47584,Size,5-6 years
17,47584,Ship Date,01-04-2023
16,47584,NRF Color Code,921
19,47584,NRF Color Name,Beige Overflow
3,47584,Season,Summer 2023
8,47584,Classification,SEASONAL
24,47584,Price Method,Full Price
5,13434,Collection,Grace
20,13434,Subcategory,Bodysuit
7,13434,Gender,Baby Girl
4,13434,Size,12-18 Months
17,13434,Ship Date,04-09-2021
16,13434,NRF Color Code,N/A
19,13434,NRF Color Name,N/A
3,13434,Season,Spring 2021
8,13434,Classification,SEASONAL
24,13434,Price Method,Full Price
25,13434,NU Customer Groups,All
26,13434,Brand License,Posh Peanut
59,13434,Department,Apparel
60,13434,Prebook,FALSE
60,44438,Prebook,TRUE
4,8342,Size,0-3 Months
61,44438,Materials,Bamboo/Spandex(95/5)
6,44438,Launch Date,09-05-2022
5,44439,Collection,Karina
20,44439,Subcategory,Romper
7,44439,Gender,Baby Girl
4,44439,Size,6-12 Months
17,44439,Ship Date,01-01-2023
16,44439,NRF Color Code,332
3,8342,Season,Fall 2020
8,8342,Classification,OBSOLETE
6,8342,Launch Date,27-08-2020
19,8342,NRF Color Name,Off White
16,8342,NRF Color Code,N/A
59,8342,Department,Apparel
5,8343,Collection,Luca
61,13434,Materials,Bamboo/Spandex(95/5)
25,47584,NU Customer Groups,All
20,8343,Subcategory,Luca - Footie Zippered One Piece
7,8343,Gender,Baby Boy
4,8343,Size,3-6 Months
3,8343,Season,Fall 2020
8,8343,Classification,OBSOLETE
6,8343,Launch Date,27-08-2020
19,8343,NRF Color Name,Off White
5,13435,Collection,Grace
19,44439,NRF Color Name,Light/Pastel Green
3,44439,Season,Spring 2023
8,44439,Classification,SEASONAL
24,44439,Price Method,Full Price
25,44439,NU Customer Groups,All
26,44439,Brand License,Posh Peanut
59,44439,Department,Apparel
60,44439,Prebook,TRUE
61,44439,Materials,Bamboo/Spandex(95/5)
6,44439,Launch Date,09-05-2022
5,44440,Collection,Karina
20,44440,Subcategory,Romper
7,44440,Gender,Baby Girl
4,44440,Size,12-18 Months
17,44440,Ship Date,01-01-2023
16,44440,NRF Color Code,332
19,44440,NRF Color Name,Light/Pastel Green
3,44440,Season,Spring 2023
8,44440,Classification,SEASONAL
24,44440,Price Method,Full Price
25,44440,NU Customer Groups,All
26,44440,Brand License,Posh Peanut
20,13435,Subcategory,Bodysuit
7,13435,Gender,Baby Girl
4,13435,Size,18-24 Months
17,13435,Ship Date,04-09-2021
16,13435,NRF Color Code,N/A
19,13435,NRF Color Name,N/A
3,13435,Season,Spring 2021
8,13435,Classification,SEASONAL
24,13435,Price Method,Full Price
25,13435,NU Customer Groups,All
26,13435,Brand License,Posh Peanut
59,13435,Department,Apparel
60,13435,Prebook,FALSE
61,13435,Materials,Bamboo/Spandex(95/5)
5,13436,Collection,Grace
20,13436,Subcategory,Bodysuit
7,13436,Gender,Girl
4,13436,Size,2 years
17,13436,Ship Date,04-09-2021
16,13436,NRF Color Code,N/A
19,13436,NRF Color Name,N/A
3,13436,Season,Spring 2021
8,13436,Classification,SEASONAL
24,13436,Price Method,Full Price
25,13436,NU Customer Groups,All
26,13436,Brand License,Posh Peanut
59,13436,Department,Apparel
60,13436,Prebook,FALSE
61,13436,Materials,Bamboo/Spandex(95/5)
5,13437,Collection,Grace
20,13437,Subcategory,Bloomer Sets
7,13437,Gender,Baby Girl
4,13437,Size,3-6 Months
17,13437,Ship Date,04-09-2021
16,13437,NRF Color Code,N/A
19,13437,NRF Color Name,N/A
3,13437,Season,Spring 2021
8,13437,Classification,SEASONAL
24,13437,Price Method,Full Price
25,13437,NU Customer Groups,All
26,13437,Brand License,Posh Peanut
59,13437,Department,Apparel
60,13437,Prebook,FALSE
61,13437,Materials,Bamboo/Spandex(95/5)
5,13438,Collection,Grace
20,13438,Subcategory,Bloomer Sets
7,13438,Gender,Baby Girl
4,13438,Size,6-12 Months
17,13438,Ship Date,04-09-2021
16,13438,NRF Color Code,N/A
19,13438,NRF Color Name,N/A
3,13438,Season,Spring 2021
8,13438,Classification,SEASONAL
24,13438,Price Method,Full Price
25,13438,NU Customer Groups,All
26,13438,Brand License,Posh Peanut
59,13438,Department,Apparel
60,13438,Prebook,FALSE
61,13438,Materials,Bamboo/Spandex(95/5)
5,13439,Collection,Grace
20,13439,Subcategory,Bloomer Sets
7,13439,Gender,Baby Girl
4,13439,Size,12-18 Months
17,13439,Ship Date,04-09-2021
16,13439,NRF Color Code,N/A
19,13439,NRF Color Name,N/A
3,13439,Season,Spring 2021
8,13439,Classification,SEASONAL
24,13439,Price Method,Full Price
25,13439,NU Customer Groups,All
26,13439,Brand License,Posh Peanut
59,13439,Department,Apparel
60,13439,Prebook,FALSE
61,13439,Materials,Bamboo/Spandex(95/5)
5,13440,Collection,Grace
20,13440,Subcategory,Bloomer Sets
7,13440,Gender,Baby Girl
4,13440,Size,18-24 Months
17,13440,Ship Date,04-09-2021
16,13440,NRF Color Code,N/A
19,13440,NRF Color Name,N/A
3,13440,Season,Spring 2021
8,13440,Classification,SEASONAL
24,13440,Price Method,Full Price
25,13440,NU Customer Groups,All
26,13440,Brand License,Posh Peanut
59,13440,Department,Apparel
60,13440,Prebook,FALSE
61,13440,Materials,Bamboo/Spandex(95/5)
5,13441,Collection,Grace
20,13441,Subcategory,Bloomer Sets
7,13441,Gender,Girl
4,13441,Size,2 years
17,13441,Ship Date,04-09-2021
16,13441,NRF Color Code,N/A
19,13441,NRF Color Name,N/A
3,13441,Season,Spring 2021
8,13441,Classification,SEASONAL
24,13441,Price Method,Full Price
25,13441,NU Customer Groups,All
26,13441,Brand License,Posh Peanut
59,13441,Department,Apparel
60,13441,Prebook,FALSE
61,13441,Materials,Bamboo/Spandex(95/5)
5,13442,Collection,Grace
20,13442,Subcategory,Shorts Sets
7,13442,Gender,Girl
4,13442,Size,2 years
17,13442,Ship Date,04-09-2021
16,13442,NRF Color Code,N/A
19,13442,NRF Color Name,N/A
3,13442,Season,Spring 2021
8,13442,Classification,SEASONAL
24,13442,Price Method,Full Price
25,13442,NU Customer Groups,All
26,13442,Brand License,Posh Peanut
59,13442,Department,Apparel
60,13442,Prebook,FALSE
61,13442,Materials,Bamboo/Spandex(95/5)
5,13443,Collection,Grace
20,13443,Subcategory,Shorts Sets
7,13443,Gender,Girl
4,13443,Size,3 years
17,13443,Ship Date,04-09-2021
16,13443,NRF Color Code,N/A
19,13443,NRF Color Name,N/A
3,13443,Season,Spring 2021
8,13443,Classification,SEASONAL
24,13443,Price Method,Full Price
25,13443,NU Customer Groups,All
26,13443,Brand License,Posh Peanut
59,13443,Department,Apparel
60,13443,Prebook,FALSE
61,13443,Materials,Bamboo/Spandex(95/5)
5,13444,Collection,Grace
20,13444,Subcategory,Shorts Sets
7,13444,Gender,Girl
4,13444,Size,4 years
17,13444,Ship Date,04-09-2021
16,13444,NRF Color Code,N/A
19,13444,NRF Color Name,N/A
3,13444,Season,Spring 2021
16,8343,NRF Color Code,N/A
8,13444,Classification,SEASONAL
24,13444,Price Method,Full Price
25,13444,NU Customer Groups,All
26,13444,Brand License,Posh Peanut
59,13444,Department,Apparel
60,13444,Prebook,FALSE
61,13444,Materials,Bamboo/Spandex(95/5)
5,13445,Collection,Grace
20,13445,Subcategory,Shorts Sets
7,13445,Gender,Girl
4,13445,Size,5 years
17,13445,Ship Date,04-09-2021
16,13445,NRF Color Code,N/A
19,13445,NRF Color Name,N/A
3,13445,Season,Spring 2021
8,13445,Classification,SEASONAL
24,13445,Price Method,Full Price
25,13445,NU Customer Groups,All
26,13445,Brand License,Posh Peanut
59,13445,Department,Apparel
60,13445,Prebook,FALSE
61,13445,Materials,Bamboo/Spandex(95/5)
5,13446,Collection,Grace
20,13446,Subcategory,Shorts Sets
7,13446,Gender,Girl
4,13446,Size,6 years
17,13446,Ship Date,04-09-2021
16,13446,NRF Color Code,N/A
19,13446,NRF Color Name,N/A
3,13446,Season,Spring 2021
8,13446,Classification,SEASONAL
24,13446,Price Method,Full Price
25,13446,NU Customer Groups,All
26,13446,Brand License,Posh Peanut
59,13446,Department,Apparel
60,13446,Prebook,FALSE
61,13446,Materials,Bamboo/Spandex(95/5)
5,13447,Collection,Grace
20,13447,Subcategory,Shorts Sets
7,13447,Gender,Girl
4,13447,Size,7 years
17,13447,Ship Date,04-09-2021
16,13447,NRF Color Code,N/A
19,13447,NRF Color Name,N/A
3,13447,Season,Spring 2021
8,13447,Classification,SEASONAL
24,13447,Price Method,Full Price
25,13447,NU Customer Groups,All
26,13447,Brand License,Posh Peanut
59,13447,Department,Apparel
60,13447,Prebook,FALSE
61,13447,Materials,Bamboo/Spandex(95/5)
5,13448,Collection,Grace
20,13448,Subcategory,Shorts Sets
7,13448,Gender,Girl
4,13448,Size,8 years
17,13448,Ship Date,04-09-2021
16,13448,NRF Color Code,N/A
19,13448,NRF Color Name,N/A
3,13448,Season,Spring 2021
8,13448,Classification,SEASONAL
24,13448,Price Method,Full Price
25,13448,NU Customer Groups,All
26,13448,Brand License,Posh Peanut
59,13448,Department,Apparel
60,13448,Prebook,FALSE
61,13448,Materials,Bamboo/Spandex(95/5)
5,13449,Collection,Grace
20,13449,Subcategory,Shorts Sets
7,13449,Gender,Girl
59,8343,Department,Apparel
5,8344,Collection,Luca
26,17879,Brand License,Posh Peanut
59,17879,Department,Apparel
60,17879,Prebook,FALSE
4,13449,Size,9 years
17,13449,Ship Date,04-09-2021
16,13449,NRF Color Code,N/A
19,13449,NRF Color Name,N/A
3,13449,Season,Spring 2021
8,13449,Classification,SEASONAL
24,13449,Price Method,Full Price
25,13449,NU Customer Groups,All
26,13449,Brand License,Posh Peanut
59,13449,Department,Apparel
60,13449,Prebook,FALSE
61,13449,Materials,Bamboo/Spandex(95/5)
26,47584,Brand License,Posh Peanut
59,47584,Department,Apparel
60,47584,Prebook,FALSE
61,47584,Materials,Bamboo/Spandex(95/5)
6,47584,Launch Date,27-07-2022
5,47585,Collection,Maya Lynn
20,47585,Subcategory,Dress
7,47585,Gender,Girl
4,47585,Size,7-8 years
17,47585,Ship Date,01-04-2023
16,47585,NRF Color Code,921
19,47585,NRF Color Name,Beige Overflow
3,47585,Season,Summer 2023
8,47585,Classification,SEASONAL
24,47585,Price Method,Full Price
25,47585,NU Customer Groups,All
26,47585,Brand License,Posh Peanut
59,47585,Department,Apparel
60,47585,Prebook,FALSE
61,47585,Materials,Bamboo/Spandex(95/5)
6,47585,Launch Date,27-07-2022
5,47586,Collection,Maya Lynn
20,47586,Subcategory,Dress
7,47586,Gender,Girl
4,47586,Size,10-12 years
17,47586,Ship Date,01-04-2023
16,47586,NRF Color Code,921
19,47586,NRF Color Name,Beige Overflow
3,47586,Season,Summer 2023
8,47586,Classification,SEASONAL
24,47586,Price Method,Full Price
25,47586,NU Customer Groups,All
26,47586,Brand License,Posh Peanut
59,47586,Department,Apparel
60,47586,Prebook,FALSE
61,47586,Materials,Bamboo/Spandex(95/5)
6,47586,Launch Date,27-07-2022
5,47981,Collection,Ice Cream Parlor
20,47981,Subcategory,Dress
7,47981,Gender,Girl
4,47981,Size,2 years
61,17879,Materials,Bamboo/Spandex(95/5)
5,17880,Collection,Annika
20,17880,Subcategory,Kid's Pajamas
7,17880,Gender,Girl
4,17880,Size,2 years
6,17880,Launch Date,20-05-2021
17,17880,Ship Date,11-05-2021
16,17880,NRF Color Code,731
19,17880,NRF Color Name,Bright Yellow
3,17880,Season,Summer 2021
8,17880,Classification,SEASONAL
24,17880,Price Method,Full Price
25,17880,NU Customer Groups,All
26,17880,Brand License,Posh Peanut
59,17880,Department,Apparel
60,17880,Prebook,FALSE
59,44440,Department,Apparel
60,44440,Prebook,TRUE
17,47981,Ship Date,01-05-2023
24,22348,Price Method,Full Price
25,22348,NU Customer Groups,All
26,22348,Brand License,Posh Peanut
59,22348,Department,Apparel
60,22348,Prebook,FALSE
61,22348,Materials,Bamboo/Spandex(95/5)
17,22348,Ship Date,15-07-2022
5,22349,Collection,Police
20,22349,Subcategory,Romper
7,22349,Gender,Baby Boy
4,22349,Size,3-6 Months
6,22349,Launch Date,26-08-2021
16,22349,NRF Color Code,454
19,22349,NRF Color Name,Light/Pastel Blue
3,22349,Season,Fall 2021
8,22349,Classification,SEASONAL
24,22349,Price Method,Full Price
25,22349,NU Customer Groups,All
26,22349,Brand License,Posh Peanut
59,22349,Department,Apparel
60,22349,Prebook,FALSE
61,22349,Materials,Bamboo/Spandex(95/5)
17,22349,Ship Date,15-07-2022
5,22350,Collection,Police
20,22350,Subcategory,Romper
7,22350,Gender,Baby Boy
4,22350,Size,6-9 Months
6,22350,Launch Date,26-08-2021
16,22350,NRF Color Code,454
19,22350,NRF Color Name,Light/Pastel Blue
3,22350,Season,Fall 2021
8,22350,Classification,SEASONAL
24,22350,Price Method,Full Price
25,22350,NU Customer Groups,All
61,17880,Materials,Bamboo/Spandex(95/5)
5,17881,Collection,Annika
26,22350,Brand License,Posh Peanut
59,22350,Department,Apparel
60,22350,Prebook,FALSE
61,22350,Materials,Bamboo/Spandex(95/5)
5,22351,Collection,Police
20,22351,Subcategory,Romper
7,22351,Gender,Baby Boy
4,22351,Size,9-12 Months
6,22351,Launch Date,26-08-2021
16,22351,NRF Color Code,454
19,22351,NRF Color Name,Light/Pastel Blue
3,22351,Season,Fall 2021
8,22351,Classification,SEASONAL
24,22351,Price Method,Full Price
61,44440,Materials,Bamboo/Spandex(95/5)
6,44440,Launch Date,09-05-2022
5,44441,Collection,Karina
20,44441,Subcategory,Romper
7,44441,Gender,Baby Girl
4,44441,Size,18-24 Months
17,44441,Ship Date,01-01-2023
16,44441,NRF Color Code,332
19,44441,NRF Color Name,Light/Pastel Green
3,44441,Season,Spring 2023
25,22351,NU Customer Groups,All
25,49475,NU Customer Groups,All
26,49475,Brand License,Posh Peanut
59,49475,Department,Apparel
60,49475,Prebook,TRUE
61,49475,Materials,Bamboo/Spandex(95/5)
3,49475,Season,Fall 2023
5,49476,Collection,Celia
20,49476,Subcategory,Bodysuit
7,49476,Gender,Girl
4,49476,Size,3-4 years
17,49476,Ship Date,01-07-2023
16,49476,NRF Color Code,841
19,49476,NRF Color Name,Open Orange
8,49476,Classification,SEASONAL
24,49476,Price Method,Full Price
25,49476,NU Customer Groups,All
26,22351,Brand License,Posh Peanut
59,22351,Department,Apparel
60,22351,Prebook,FALSE
61,22351,Materials,Bamboo/Spandex(95/5)
17,22351,Ship Date,15-07-2022
16,47981,NRF Color Code,136
19,47981,NRF Color Name,Open White
3,47981,Season,Summer 2023
8,47981,Classification,SEASONAL
24,47981,Price Method,Full Price
25,47981,NU Customer Groups,All
26,47981,Brand License,Posh Peanut
59,47981,Department,Apparel
60,47981,Prebook,FALSE
61,47981,Materials,Bamboo/Spandex(95/5)
26,49476,Brand License,Posh Peanut
59,49476,Department,Apparel
60,49476,Prebook,TRUE
61,49476,Materials,Bamboo/Spandex(95/5)
6,47981,Launch Date,27-07-2022
3,49476,Season,Fall 2023
5,49477,Collection,Celia
20,49477,Subcategory,Bodysuit
7,49477,Gender,Girl
4,49477,Size,5-6 years
17,49477,Ship Date,01-07-2023
16,49477,NRF Color Code,841
19,49477,NRF Color Name,Open Orange
5,47982,Collection,Ice Cream Parlor
8,49477,Classification,SEASONAL
24,49477,Price Method,Full Price
25,49477,NU Customer Groups,All
26,49477,Brand License,Posh Peanut
59,49477,Department,Apparel
60,49477,Prebook,TRUE
61,49477,Materials,Bamboo/Spandex(95/5)
3,49477,Season,Fall 2023
5,49478,Collection,Celia
20,49478,Subcategory,Bodysuit
7,49478,Gender,Girl
4,49478,Size,7-8 years
17,49478,Ship Date,01-07-2023
16,49478,NRF Color Code,841
19,49478,NRF Color Name,Open Orange
8,49478,Classification,SEASONAL
24,49478,Price Method,Full Price
25,49478,NU Customer Groups,All
26,49478,Brand License,Posh Peanut
59,49478,Department,Apparel
60,49478,Prebook,TRUE
61,49478,Materials,Bamboo/Spandex(95/5)
3,49478,Season,Fall 2023
5,49479,Collection,Celia
20,49479,Subcategory,Dress
20,47982,Subcategory,Dress
7,47982,Gender,Girl
4,47982,Size,3-4 years
17,47982,Ship Date,01-05-2023
16,47982,NRF Color Code,136
5,13453,Collection,Grace
20,13453,Subcategory,Dress
7,13453,Gender,Girl
4,13453,Size,4 years
17,13453,Ship Date,04-09-2021
16,13453,NRF Color Code,N/A
19,13453,NRF Color Name,N/A
3,13453,Season,Spring 2021
8,13453,Classification,SEASONAL
24,13453,Price Method,Full Price
25,13453,NU Customer Groups,All
7,49479,Gender,Girl
4,49479,Size,2 years
17,49479,Ship Date,01-07-2023
16,49479,NRF Color Code,841
19,49479,NRF Color Name,Open Orange
8,49479,Classification,SEASONAL
24,49479,Price Method,Full Price
25,49479,NU Customer Groups,All
26,49479,Brand License,Posh Peanut
59,49479,Department,Apparel
60,49479,Prebook,TRUE
61,49479,Materials,Bamboo/Spandex(95/5)
3,49479,Season,Fall 2023
19,47982,NRF Color Name,Open White
5,49480,Collection,Celia
20,49480,Subcategory,Dress
7,49480,Gender,Girl
4,49480,Size,3-4 years
17,49480,Ship Date,01-07-2023
16,49480,NRF Color Code,841
19,49480,NRF Color Name,Open Orange
8,49480,Classification,SEASONAL
24,49480,Price Method,Full Price
25,49480,NU Customer Groups,All
26,49480,Brand License,Posh Peanut
59,49480,Department,Apparel
60,49480,Prebook,TRUE
61,49480,Materials,Bamboo/Spandex(95/5)
3,49480,Season,Fall 2023
20,8344,Subcategory,Luca - Footie Zippered One Piece
7,8344,Gender,Baby Boy
4,8344,Size,6-9 Months
3,8344,Season,Fall 2020
8,8344,Classification,OBSOLETE
6,8344,Launch Date,27-08-2020
19,8344,NRF Color Name,Off White
16,8344,NRF Color Code,N/A
59,8344,Department,Apparel
5,8345,Collection,Luca
20,8345,Subcategory,Luca - Footie Zippered One Piece
7,8345,Gender,Baby Boy
4,8345,Size,9-12 Months
3,8345,Season,Fall 2020
8,8345,Classification,OBSOLETE
6,8345,Launch Date,27-08-2020
19,8345,NRF Color Name,Off White
16,8345,NRF Color Code,N/A
59,8345,Department,Apparel
5,8346,Collection,Luca
20,8346,Subcategory,Luca - Footie Zippered One Piece
7,8346,Gender,Baby Boy
4,8346,Size,12-18 Months
3,8346,Season,Fall 2020
8,8346,Classification,OBSOLETE
26,13453,Brand License,Posh Peanut
59,13453,Department,Apparel
60,13453,Prebook,FALSE
61,13453,Materials,Bamboo/Spandex(95/5)
5,13454,Collection,Grace
20,13454,Subcategory,Dress
7,13454,Gender,Girl
4,13454,Size,5 years
17,13454,Ship Date,04-09-2021
16,13454,NRF Color Code,N/A
19,13454,NRF Color Name,N/A
3,13454,Season,Spring 2021
8,13454,Classification,SEASONAL
24,13454,Price Method,Full Price
25,13454,NU Customer Groups,All
6,8346,Launch Date,27-08-2020
19,8346,NRF Color Name,Off White
26,13454,Brand License,Posh Peanut
5,49481,Collection,Celia
20,49481,Subcategory,Dress
59,13454,Department,Apparel
60,13454,Prebook,FALSE
61,13454,Materials,Bamboo/Spandex(95/5)
5,13455,Collection,Grace
20,13455,Subcategory,Dress
7,13455,Gender,Girl
4,13455,Size,6 years
17,13455,Ship Date,04-09-2021
16,13455,NRF Color Code,N/A
19,13455,NRF Color Name,N/A
3,13455,Season,Spring 2021
8,13455,Classification,SEASONAL
24,13455,Price Method,Full Price
25,13455,NU Customer Groups,All
26,13455,Brand License,Posh Peanut
59,13455,Department,Apparel
60,13455,Prebook,FALSE
61,13455,Materials,Bamboo/Spandex(95/5)
5,13456,Collection,Grace
20,13456,Subcategory,Dress
7,13456,Gender,Girl
4,13456,Size,7 years
17,13456,Ship Date,04-09-2021
16,13456,NRF Color Code,N/A
19,13456,NRF Color Name,N/A
3,13456,Season,Spring 2021
8,13456,Classification,SEASONAL
